   .00000000E+00   .00000000E+00
  -.39114631E+02   .50093217E-01
  -.13739558E+03  -.49945775E-01
  -.99086831E+02  -.13790885E+01
   .15021049E+03  -.12024835E+01
   .47646854E+03  -.80370151E+00
   .61805450E+03  -.20435377E+00
   .66151111E+03  -.34913762E+00
   .66710022E+03  -.69950395E+00
   .65865046E+03  -.10425160E+01
   .64498837E+03  -.12530978E+01
   .62946073E+03  -.13072518E+01
   .61327806E+03  -.12099672E+01
   .59668438E+03  -.96044413E+00
   .57949801E+03  -.58399337E+00
   .56168436E+03  -.20880584E+00
   .54418342E+03  -.10699752E+00
   .52935694E+03  -.54691879E+00
   .51933683E+03  -.13992798E+01
   .51178925E+03  -.18657292E+01
   .49885393E+03  -.11897331E+01
   .47785277E+03  -.21891066E+00
   .46194300E+03  -.65266140E+00
   .46015121E+03  -.17646886E+01
   .45136293E+03  -.10999974E+01
   .42688698E+03  -.22353789E+00
   .42145661E+03  -.14326060E+01
   .42170182E+03  -.13140624E+01
   .39474970E+03  -.26476760E+00
   .39436118E+03  -.15951822E+01
   .39072435E+03  -.83324637E+00
   .36427496E+03  -.68245591E+00
   .37815633E+03  -.16097086E+01
   .35066661E+03  -.30191025E+00
   .35508170E+03  -.16413791E+01
   .34462508E+03  -.45438977E+00
   .33258426E+03  -.13721329E+01
   .33795948E+03  -.70240429E+00
   .31490652E+03  -.11683621E+01
   .32929013E+03  -.83680134E+00
   .30160295E+03  -.11080649E+01
   .31924811E+03  -.82773912E+00
   .29207113E+03  -.11747087E+01
   .30761334E+03  -.70361261E+00
   .28687278E+03  -.13314367E+01
   .29326718E+03  -.53114092E+00
   .28682269E+03  -.15051925E+01
   .27601811E+03  -.43298001E+00
   .29047723E+03  -.15547964E+01
   .25927525E+03  -.54374455E+00
   .29159973E+03  -.13152758E+01
   .25065711E+03  -.89629850E+00
   .28132994E+03  -.82702338E+00
   .25660348E+03  -.13363356E+01
   .25833487E+03  -.49796000E+00
   .27144265E+03  -.14957343E+01
   .23715892E+03  -.67071600E+00
   .27406638E+03  -.10690011E+01
   .23785281E+03  -.11840105E+01
   .25139269E+03  -.56138058E+00
   .25830109E+03  -.14673163E+01
   .22552522E+03  -.70416303E+00
   .26318774E+03  -.99799524E+00
   .23039541E+03  -.12602656E+01
   .23446866E+03  -.55750736E+00
   .25493598E+03  -.13678126E+01
   .21397919E+03  -.92000962E+00
   .24565430E+03  -.72663036E+00
   .23544377E+03  -.14074691E+01
   .21096353E+03  -.70007189E+00
   .24867923E+03  -.99305918E+00
   .21684781E+03  -.12789485E+01
   .21375794E+03  -.61982159E+00
   .24408965E+03  -.11861549E+01
   .20355331E+03  -.11419945E+01
   .21621061E+03  -.62373537E+00
   .23635164E+03  -.12764616E+01
   .19465331E+03  -.10543804E+01
   .21575327E+03  -.65214870E+00
   .22903904E+03  -.12996102E+01
   .18814232E+03  -.10231789E+01
   .21186685E+03  -.67068367E+00
   .22382755E+03  -.12850378E+01
   .18295564E+03  -.10421024E+01
   .20448435E+03  -.67470623E+00
   .22085272E+03  -.12362786E+01
   .17951974E+03  -.11028009E+01
   .19349682E+03  -.68431990E+00
   .21870154E+03  -.11368450E+01
   .17962755E+03  -.11908181E+01
   .17951550E+03  -.73454966E+00
   .21392305E+03  -.97551595E+00
   .18535084E+03  -.12713243E+01
   .16558352E+03  -.85321625E+00
   .20161250E+03  -.79777127E+00
   .19587221E+03  -.12692294E+01
   .15841278E+03  -.10326602E+01
   .17960468E+03  -.72639926E+00
   .20272823E+03  -.10925418E+01
   .16571999E+03  -.12107649E+01
   .15534394E+03  -.84393495E+00
   .19152672E+03  -.82048030E+00
   .18517086E+03  -.12348418E+01
   .14679910E+03  -.10771575E+01
   .16070354E+03  -.77157800E+00
   .19173193E+03  -.95988473E+00
   .16610757E+03  -.12379100E+01
   .13739035E+03  -.99495296E+00
   .16275896E+03  -.76819831E+00
   .18569791E+03  -.10319258E+01
   .15304351E+03  -.12148707E+01
   .13026242E+03  -.97422666E+00
   .15814122E+03  -.78139889E+00
   .17925602E+03  -.10275709E+01
   .14703179E+03  -.12061064E+01
   .12213354E+03  -.10046619E+01
   .14612248E+03  -.80217291E+00
   .17284362E+03  -.95699989E+00
   .14879102E+03  -.11970419E+01
   .11533429E+03  -.10742415E+01
   .12661558E+03  -.86256800E+00
   .16018200E+03  -.85164818E+00
   .15707484E+03  -.11258630E+01
   .11826088E+03  -.11544471E+01
   .10530074E+03  -.98360465E+00
   .13227108E+03  -.83072895E+00
   .15758824E+03  -.93408908E+00
   .13815185E+03  -.11551702E+01
   .10103299E+03  -.11200865E+01
   .96601388E+02  -.97127483E+00
   .12511161E+03  -.84467626E+00
   .14865638E+03  -.93009442E+00
   .13078114E+03  -.11301499E+01
   .93013439E+02  -.11294171E+01
   .80747006E+02  -.10221556E+01
   .10130065E+03  -.89879389E+00
   .13112495E+03  -.86639587E+00
   .13447084E+03  -.10248636E+01
   .10209096E+03  -.11347963E+01
   .69631604E+02  -.11011802E+01
   .64347124E+02  -.10227825E+01
   .84064848E+02  -.93038517E+00
   .11192474E+03  -.87630580E+00
   .12266289E+03  -.95908309E+00
   .10046856E+03  -.10848531E+01
   .63245324E+02  -.11110784E+01
   .38237377E+02  -.10831331E+01
   .33148651E+02  -.10453974E+01
   .43124733E+02  -.10015052E+01
   .61497446E+02  -.95068998E+00
   .80613313E+02  -.91265435E+00
   .89446592E+02  -.92786807E+00
   .77839147E+02  -.99127772E+00
   .47238539E+02  -.10384862E+01
   .93077586E+01  -.10431015E+01
  -.27664734E+02  -.10136150E+01
  -.62771410E+02  -.95477175E+00
  -.94685616E+02  -.89593626E+00
  -.11275905E+03  -.92085705E+00
  -.10257178E+03  -.10295088E+01
  -.69265307E+02  -.10913362E+01
  -.35717242E+02  -.10886423E+01
  -.15330757E+02  -.10673077E+01
  -.72547052E+01  -.10445269E+01
  -.64516694E+01  -.10222890E+01
  -.91778510E+01  -.10002633E+01
  -.13421369E+02  -.97824864E+00
  -.17925988E+02  -.95662152E+00
  -.21371431E+02  -.93660476E+00
  -.22045883E+02  -.91985174E+00
  -.18078113E+02  -.90666912E+00
  -.81948008E+01  -.89390893E+00
   .72712628E+01  -.87594927E+00
   .25436821E+02  -.85160061E+00
   .40074546E+02  -.83372086E+00
   .41947719E+02  -.84223764E+00
   .22964229E+02  -.86590041E+00
  -.17113307E+02  -.85445293E+00
  -.68264769E+02  -.79015424E+00
  -.10825355E+03  -.80178603E+00
  -.10364027E+03  -.10107372E+01
  -.48464392E+02  -.11578454E+01
   .20901929E+02  -.11549007E+01
   .85189824E+02  -.10391529E+01
   .15211426E+03  -.82193306E+00
   .20370250E+03  -.93984729E+00
   .19431602E+03  -.12000291E+01
   .17568061E+03  -.91686832E+00
   .19551708E+03  -.84913167E+00
   .19007974E+03  -.11739474E+01
   .15832938E+03  -.10557407E+01
   .16571600E+03  -.81808420E+00
   .18389974E+03  -.98637296E+00
   .15863890E+03  -.11818557E+01
   .13342954E+03  -.10038028E+01
   .15041117E+03  -.82524518E+00
   .16909829E+03  -.97649482E+00
   .14423905E+03  -.11710492E+01
   .11382968E+03  -.10634202E+01
   .12264746E+03  -.88287603E+00
   .15099169E+03  -.86346116E+00
   .14892876E+03  -.10862881E+01
   .11260160E+03  -.11493195E+01
   .92289956E+02  -.10346631E+01
   .10849840E+03  -.89364145E+00
   .13761617E+03  -.86505990E+00
   .13908767E+03  -.10444655E+01
   .10502986E+03  -.11431371E+01
   .75917360E+02  -.10860252E+01
   .77873332E+02  -.98460619E+00
   .10359504E+03  -.88494171E+00
   .12797418E+03  -.89518133E+00
   .12203484E+03  -.10463771E+01
   .87127167E+02  -.11230565E+01
   .56299917E+02  -.10962429E+01
   .48988115E+02  -.10417258E+01
   .62713902E+02  -.97509749E+00
   .87052520E+02  -.90838521E+00
   .10661967E+03  -.90362452E+00
   .10332309E+03  -.99436424E+00
   .74062944E+02  -.10743808E+01
   .37203776E+02  -.10882026E+01
   .89129940E+01  -.10727291E+01
  -.89390020E+01  -.10505146E+01
  -.21150028E+02  -.10250578E+01
  -.31951817E+02  -.99619863E+00
  -.42809679E+02  -.96564489E+00
  -.52239083E+02  -.94022796E+00
  -.56236126E+02  -.93097945E+00
  -.50046295E+02  -.94126380E+00
  -.31388022E+02  -.95602133E+00
  -.21852404E+01  -.95289761E+00
   .33086257E+02  -.91923749E+00
   .68223426E+02  -.86932718E+00
   .91556618E+02  -.87185957E+00
   .86564108E+02  -.96952474E+00
   .49619397E+02  -.10583810E+01
  -.24031096E+01  -.10690243E+01
  -.55362593E+02  -.10087768E+01
  -.10756939E+03  -.89005876E+00
  -.15001711E+03  -.87160917E+00
  -.15415010E+03  -.10779223E+01
  -.12269252E+03  -.11345884E+01
  -.10569790E+03  -.10068271E+01
  -.12201246E+03  -.87497402E+00
  -.14324049E+03  -.90942656E+00
  -.13212446E+03  -.10886494E+01
  -.96632784E+02  -.11261687E+01
  -.76913840E+02  -.10485891E+01
  -.87046943E+02  -.94534046E+00
  -.11275608E+03  -.87574540E+00
  -.12627247E+03  -.94618357E+00
  -.10710475E+03  -.10811455E+01
  -.70423824E+02  -.11132373E+01
  -.45636379E+02  -.10807805E+01
  -.42470387E+02  -.10344562E+01
  -.55902981E+02  -.97921093E+00
  -.77326117E+02  -.92239139E+00
  -.95082748E+02  -.90661618E+00
  -.94722417E+02  -.96678195E+00
  -.70533325E+02  -.10409042E+01
  -.33795273E+02  -.10665343E+01
   .14542049E+01  -.10552718E+01
   .31459610E+02  -.10225089E+01
   .59024245E+02  -.97043111E+00
   .84801288E+02  -.91677694E+00
   .10133451E+03  -.91708323E+00
   .96322432E+02  -.99189978E+00
   .68747331E+02  -.10581284E+01
   .33668133E+02  -.10720065E+01
   .42153387E+01  -.10581923E+01
  -.17800059E+02  -.10334931E+01
  -.36114325E+02  -.10002819E+01
  -.53504881E+02  -.96089850E+00
  -.68688793E+02  -.92901662E+00
  -.75736414E+02  -.92919518E+00
  -.67563342E+02  -.96481124E+00
  -.42961624E+02  -.10003441E+01
  -.82043038E+01  -.10057466E+01
   .30145763E+02  -.97448981E+00
   .68308918E+02  -.91331430E+00
   .99789178E+02  -.87676132E+00
   .10921520E+03  -.95088117E+00
   .86077245E+02  -.10649147E+01
   .45445631E+02  -.11032043E+01
   .99717752E+01  -.10927600E+01
  -.13878874E+02  -.10693631E+01
  -.31180934E+02  -.10381840E+01
  -.47836392E+02  -.99718295E+00
  -.65800838E+02  -.95067384E+00
  -.81384178E+02  -.92177615E+00
  -.85790092E+02  -.94163052E+00
  -.71680100E+02  -.99517839E+00
  -.41915171E+02  -.10305829E+01
  -.64982958E+01  -.10303251E+01
   .28397007E+02  -.10000185E+01
   .61729064E+02  -.94461979E+00
   .91043017E+02  -.89559566E+00
   .10556835E+03  -.92546285E+00
   .92855257E+02  -.10236612E+01
   .58419038E+02  -.10806813E+01
   .21982990E+02  -.10821630E+01
  -.55181691E+01  -.10628612E+01
  -.25603207E+02  -.10345228E+01
  -.43289790E+02  -.99701205E+00
  -.61011576E+02  -.95393376E+00
  -.76166195E+02  -.92446173E+00
  -.81234697E+02  -.93662096E+00
  -.69088552E+02  -.98287858E+00
  -.40965428E+02  -.10179162E+01
  -.52389419E+01  -.10187555E+01
   .31632567E+02  -.98588996E+00
   .67475748E+02  -.92601590E+00
   .97568660E+02  -.88513742E+00
   .10834900E+03  -.94342685E+00
   .88780144E+02  -.10510674E+01
   .50670427E+02  -.10943273E+01
   .15649192E+02  -.10870911E+01
  -.82926755E+01  -.10656091E+01
  -.24888367E+02  -.10379488E+01
  -.39635366E+02  -.10032350E+01
  -.55026683E+02  -.96336842E+00
  -.69152870E+02  -.93149020E+00
  -.75762456E+02  -.93101687E+00
  -.67721725E+02  -.96512861E+00
  -.43703965E+02  -.99977721E+00
  -.96342658E+01  -.10057108E+01
   .27921646E+02  -.97641150E+00
   .65371477E+02  -.91759008E+00
   .96764537E+02  -.87795276E+00
   .10757783E+03  -.94202143E+00
   .86483582E+02  -.10548332E+01
   .46203671E+02  -.10987731E+01
   .89231907E+01  -.10908840E+01
  -.17971333E+02  -.10661400E+01
  -.39091114E+02  -.10291324E+01
  -.60091132E+02  -.97807473E+00
  -.81549168E+02  -.92690439E+00
  -.96297847E+02  -.91988574E+00
  -.92804475E+02  -.97904393E+00
  -.68236764E+02  -.10414336E+01
  -.34129252E+02  -.10601017E+01
  -.25971718E+01  -.10486482E+01
   .23503863E+02  -.10212060E+01
   .46749593E+02  -.98038403E+00
   .68431095E+02  -.93485792E+00
   .84294641E+02  -.91583167E+00
   .85109682E+02  -.95224622E+00
   .65467890E+02  -.10106124E+01
   .31675969E+02  -.10383220E+01
  -.55304557E+01  -.10283569E+01
  -.41364929E+02  -.98701179E+00
  -.75457758E+02  -.92340551E+00
  -.10287149E+03  -.89158449E+00
  -.10948155E+03  -.96268905E+00
  -.86887793E+02  -.10625076E+01
  -.50004079E+02  -.10930676E+01
  -.19414494E+02  -.10810457E+01
  -.11951175E+01  -.10600077E+01
   .85512533E+01  -.10377855E+01
   .14729419E+02  -.10149458E+01
   .20106311E+02  -.99156221E+00
   .25351237E+02  -.96837558E+00
   .29601978E+02  -.94733515E+00
   .30922760E+02  -.93125099E+00
   .26933519E+02  -.92127432E+00
   .15905508E+02  -.91349334E+00
  -.22652912E+01  -.89927616E+00
  -.25030528E+02  -.87305957E+00
  -.46470475E+02  -.84640890E+00
  -.56497129E+02  -.85185701E+00
  -.43990905E+02  -.89615307E+00
  -.57211568E+01  -.92062976E+00
   .50243155E+02  -.86772741E+00
   .10817843E+03  -.78773125E+00
   .13768714E+03  -.92405688E+00
   .11049989E+03  -.11634384E+01
   .58275249E+02  -.11924007E+01
   .30709352E+02  -.11451231E+01
   .37091672E+02  -.10878014E+01
   .67804297E+02  -.99569149E+00
   .11260208E+03  -.86869090E+00
   .15046897E+03  -.88212367E+00
   .14752473E+03  -.11005982E+01
   .11256623E+03  -.11371997E+01
   .96784946E+02  -.10119228E+01
   .11549783E+03  -.87746228E+00
   .14086251E+03  -.88981706E+00
   .13417930E+03  -.10754886E+01
   .98128551E+02  -.11362978E+01
